"Item"	"Group"	"Subject"	"MatrixLeftPredicate"	"Condition"	"Color"	"altercolor"	"Buffy1"	"Buffy2"	"Actual1"	"Actual2"	"Sentence"	"Continuation"
35	4	"Again"	"Was"	"Fix"	"violet"	"beige"	"violet"	"violet"	"beige"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
35	5	"Again"	"Thought"	"Fix-Test"	"violet"	"beige"	"beige"	"violet"	"beige"	"violet"	"Buffy thought that, after the shake, the ball would be violet again"	"As a matter of fact, her <em>shake</em> guess was correct"
35	6	"Again"	"Was"	"Fix-Test"	"violet"	"beige"	"violet"	"beige"	"beige"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
36	8	"First"	"Thought"	"Good"	"gold"	"cyan"	"gold"	"cyan"	"gold"	"gold"	"Buffy thought that, when it was drawn, the ball was gold"	"As a matter of fact, her <em>draw</em> guess was correct"
36	9	"First"	"Was"	"Good"	"gold"	"cyan"	"gold"	"gold"	"gold"	"cyan"	"when it was drawn, the ball was gold"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
36	10	"First"	"Thought"	"Fix"	"gold"	"cyan"	"cyan"	"gold"	"gold"	"gold"	"Buffy thought that, when it was drawn, the ball was gold"	"As a matter of fact, her <em>draw</em> guess was correct"
36	11	"First"	"Was"	"Fix"	"gold"	"cyan"	"gold"	"gold"	"cyan"	"gold"	"when it was drawn, the ball was gold"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
36	12	"Second"	"Thought"	"Good"	"gold"	"cyan"	"gold"	"gold"	"cyan"	"gold"	"Buffy thought that, after the shake, the ball would be gold"	"As a matter of fact, her <em>shake</em> guess was correct"
36	13	"Second"	"Was"	"Good"	"gold"	"cyan"	"gold"	"gold"	"cyan"	"gold"	"after the shake, the ball was gold"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
36	14	"Second"	"Thought"	"Fix"	"gold"	"cyan"	"gold"	"cyan"	"gold"	"gold"	"Buffy thought that, after the shake, the ball would be gold"	"As a matter of fact, her <em>shake</em> guess was correct"
36	1	"Second"	"Was"	"Fix"	"gold"	"cyan"	"gold"	"gold"	"gold"	"cyan"	"after the shake, the ball was gold"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
36	2	"Again"	"Thought"	"Test-Ent"	"gold"	"cyan"	"cyan"	"gold"	"gold"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
36	3	"Again"	"Was"	"Good"	"gold"	"cyan"	"cyan"	"gold"	"gold"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
36	4	"Again"	"Thought"	"Test-Proj"	"gold"	"cyan"	"gold"	"gold"	"cyan"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
36	5	"Again"	"Was"	"Fix"	"gold"	"cyan"	"gold"	"gold"	"cyan"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
36	6	"Again"	"Thought"	"Fix-Test"	"gold"	"cyan"	"cyan"	"gold"	"cyan"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
36	7	"Again"	"Was"	"Fix-Test"	"gold"	"cyan"	"gold"	"cyan"	"cyan"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
37	9	"First"	"Thought"	"Good"	"gold"	"green"	"gold"	"green"	"gold"	"gold"	"Buffy thought that, when it was drawn, the ball was gold"	"As a matter of fact, her <em>draw</em> guess was correct"
37	10	"First"	"Was"	"Good"	"gold"	"green"	"gold"	"gold"	"gold"	"green"	"when it was drawn, the ball was gold"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
37	11	"First"	"Thought"	"Fix"	"gold"	"green"	"green"	"gold"	"gold"	"gold"	"Buffy thought that, when it was drawn, the ball was gold"	"As a matter of fact, her <em>draw</em> guess was correct"
37	12	"First"	"Was"	"Fix"	"gold"	"green"	"gold"	"gold"	"green"	"gold"	"when it was drawn, the ball was gold"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
37	13	"Second"	"Thought"	"Good"	"gold"	"green"	"gold"	"gold"	"green"	"gold"	"Buffy thought that, after the shake, the ball would be gold"	"As a matter of fact, her <em>shake</em> guess was correct"
37	14	"Second"	"Was"	"Good"	"gold"	"green"	"gold"	"gold"	"green"	"gold"	"after the shake, the ball was gold"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
37	1	"Second"	"Thought"	"Fix"	"gold"	"green"	"gold"	"green"	"gold"	"gold"	"Buffy thought that, after the shake, the ball would be gold"	"As a matter of fact, her <em>shake</em> guess was correct"
37	2	"Second"	"Was"	"Fix"	"gold"	"green"	"gold"	"gold"	"gold"	"green"	"after the shake, the ball was gold"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
37	3	"Again"	"Thought"	"Test-Ent"	"gold"	"green"	"green"	"gold"	"gold"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
37	4	"Again"	"Was"	"Good"	"gold"	"green"	"green"	"gold"	"gold"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
37	5	"Again"	"Thought"	"Test-Proj"	"gold"	"green"	"gold"	"gold"	"green"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
37	6	"Again"	"Was"	"Fix"	"gold"	"green"	"gold"	"gold"	"green"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
37	7	"Again"	"Thought"	"Fix-Test"	"gold"	"green"	"green"	"gold"	"green"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
37	8	"Again"	"Was"	"Fix-Test"	"gold"	"green"	"gold"	"green"	"green"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
38	10	"First"	"Thought"	"Good"	"red"	"yellow"	"red"	"yellow"	"red"	"red"	"Buffy thought that, when it was drawn, the ball was red"	"As a matter of fact, her <em>draw</em> guess was correct"
38	11	"First"	"Was"	"Good"	"red"	"yellow"	"red"	"red"	"red"	"yellow"	"when it was drawn, the ball was red"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
38	12	"First"	"Thought"	"Fix"	"red"	"yellow"	"yellow"	"red"	"red"	"red"	"Buffy thought that, when it was drawn, the ball was red"	"As a matter of fact, her <em>draw</em> guess was correct"
38	13	"First"	"Was"	"Fix"	"red"	"yellow"	"red"	"red"	"yellow"	"red"	"when it was drawn, the ball was red"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
38	14	"Second"	"Thought"	"Good"	"red"	"yellow"	"red"	"red"	"yellow"	"red"	"Buffy thought that, after the shake, the ball would be red"	"As a matter of fact, her <em>shake</em> guess was correct"
38	1	"Second"	"Was"	"Good"	"red"	"yellow"	"red"	"red"	"yellow"	"red"	"after the shake, the ball was red"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
38	2	"Second"	"Thought"	"Fix"	"red"	"yellow"	"red"	"yellow"	"red"	"red"	"Buffy thought that, after the shake, the ball would be red"	"As a matter of fact, her <em>shake</em> guess was correct"
38	2	"Second"	"Was"	"Fix"	"red"	"yellow"	"red"	"red"	"red"	"yellow"	"after the shake, the ball was red"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
38	3	"Again"	"Thought"	"Test-Ent"	"red"	"yellow"	"yellow"	"red"	"red"	"red"	"Buffy thought that, after the shake, the ball would be red again"	"As a matter of fact, her <em>shake</em> guess was correct"
38	4	"Again"	"Was"	"Good"	"red"	"yellow"	"yellow"	"red"	"red"	"red"	"after the shake, the ball was red again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
38	5	"Again"	"Thought"	"Test-Proj"	"red"	"yellow"	"red"	"red"	"yellow"	"red"	"Buffy thought that, after the shake, the ball would be red again"	"As a matter of fact, her <em>shake</em> guess was correct"
38	6	"Again"	"Was"	"Fix"	"red"	"yellow"	"red"	"red"	"yellow"	"red"	"after the shake, the ball was red again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
38	7	"Again"	"Thought"	"Fix-Test"	"red"	"yellow"	"yellow"	"red"	"yellow"	"red"	"Buffy thought that, after the shake, the ball would be red again"	"As a matter of fact, her <em>shake</em> guess was correct"
38	8	"Again"	"Was"	"Fix-Test"	"red"	"yellow"	"red"	"yellow"	"yellow"	"red"	"after the shake, the ball was red again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
39	11	"First"	"Thought"	"Good"	"pink"	"blue"	"pink"	"blue"	"pink"	"pink"	"Buffy thought that, when it was drawn, the ball was pink"	"As a matter of fact, her <em>draw</em> guess was correct"
39	12	"First"	"Was"	"Good"	"pink"	"blue"	"pink"	"pink"	"pink"	"blue"	"when it was drawn, the ball was pink"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
39	13	"First"	"Thought"	"Fix"	"pink"	"blue"	"blue"	"pink"	"pink"	"pink"	"Buffy thought that, when it was drawn, the ball was pink"	"As a matter of fact, her <em>draw</em> guess was correct"
39	14	"First"	"Was"	"Fix"	"pink"	"blue"	"pink"	"pink"	"blue"	"pink"	"when it was drawn, the ball was pink"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
39	1	"Second"	"Thought"	"Good"	"pink"	"blue"	"pink"	"pink"	"blue"	"pink"	"Buffy thought that, after the shake, the ball would be pink"	"As a matter of fact, her <em>shake</em> guess was correct"
39	2	"Second"	"Was"	"Good"	"pink"	"blue"	"pink"	"pink"	"blue"	"pink"	"after the shake, the ball was pink"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
39	3	"Second"	"Thought"	"Fix"	"pink"	"blue"	"pink"	"blue"	"pink"	"pink"	"Buffy thought that, after the shake, the ball would be pink"	"As a matter of fact, her <em>shake</em> guess was correct"
39	4	"Second"	"Was"	"Fix"	"pink"	"blue"	"pink"	"pink"	"pink"	"blue"	"after the shake, the ball was pink"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
39	5	"Again"	"Thought"	"Test-Ent"	"pink"	"blue"	"blue"	"pink"	"pink"	"pink"	"Buffy thought that, after the shake, the ball would be pink again"	"As a matter of fact, her <em>shake</em> guess was correct"
39	6	"Again"	"Was"	"Good"	"pink"	"blue"	"blue"	"pink"	"pink"	"pink"	"after the shake, the ball was pink again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
39	7	"Again"	"Thought"	"Test-Proj"	"pink"	"blue"	"pink"	"pink"	"blue"	"pink"	"Buffy thought that, after the shake, the ball would be pink again"	"As a matter of fact, her <em>shake</em> guess was correct"
39	8	"Again"	"Was"	"Fix"	"pink"	"blue"	"pink"	"pink"	"blue"	"pink"	"after the shake, the ball was pink again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
39	9	"Again"	"Thought"	"Fix-Test"	"pink"	"blue"	"blue"	"pink"	"blue"	"pink"	"Buffy thought that, after the shake, the ball would be pink again"	"As a matter of fact, her <em>shake</em> guess was correct"
39	10	"Again"	"Was"	"Fix-Test"	"pink"	"blue"	"pink"	"blue"	"blue"	"pink"	"after the shake, the ball was pink again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
40	12	"First"	"Thought"	"Good"	"orange"	"purple"	"orange"	"purple"	"orange"	"orange"	"Buffy thought that, when it was drawn, the ball was orange"	"As a matter of fact, her <em>draw</em> guess was correct"
40	13	"First"	"Was"	"Good"	"orange"	"purple"	"orange"	"orange"	"orange"	"purple"	"when it was drawn, the ball was orange"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
40	14	"First"	"Thought"	"Fix"	"orange"	"purple"	"purple"	"orange"	"orange"	"orange"	"Buffy thought that, when it was drawn, the ball was orange"	"As a matter of fact, her <em>draw</em> guess was correct"
40	1	"First"	"Was"	"Fix"	"orange"	"purple"	"orange"	"orange"	"purple"	"orange"	"when it was drawn, the ball was orange"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
40	2	"Second"	"Thought"	"Good"	"orange"	"purple"	"orange"	"orange"	"purple"	"orange"	"Buffy thought that, after the shake, the ball would be orange"	"As a matter of fact, her <em>shake</em> guess was correct"
40	3	"Second"	"Was"	"Good"	"orange"	"purple"	"orange"	"orange"	"purple"	"orange"	"after the shake, the ball was orange"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
40	4	"Second"	"Thought"	"Fix"	"orange"	"purple"	"orange"	"purple"	"orange"	"orange"	"Buffy thought that, after the shake, the ball would be orange"	"As a matter of fact, her <em>shake</em> guess was correct"
40	5	"Second"	"Was"	"Fix"	"orange"	"purple"	"orange"	"orange"	"orange"	"purple"	"after the shake, the ball was orange"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
40	6	"Again"	"Thought"	"Test-Ent"	"orange"	"purple"	"purple"	"orange"	"orange"	"orange"	"Buffy thought that, after the shake, the ball would be orange again"	"As a matter of fact, her <em>shake</em> guess was correct"
40	8	"Again"	"Was"	"Good"	"orange"	"purple"	"purple"	"orange"	"orange"	"orange"	"after the shake, the ball was orange again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
40	9	"Again"	"Thought"	"Test-Proj"	"orange"	"purple"	"orange"	"orange"	"purple"	"orange"	"Buffy thought that, after the shake, the ball would be orange again"	"As a matter of fact, her <em>shake</em> guess was correct"
40	10	"Again"	"Was"	"Fix"	"orange"	"purple"	"orange"	"orange"	"purple"	"orange"	"after the shake, the ball was orange again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
40	11	"Again"	"Thought"	"Fix-Test"	"orange"	"purple"	"purple"	"orange"	"purple"	"orange"	"Buffy thought that, after the shake, the ball would be orange again"	"As a matter of fact, her <em>shake</em> guess was correct"
40	12	"Again"	"Was"	"Fix-Test"	"orange"	"purple"	"orange"	"purple"	"purple"	"orange"	"after the shake, the ball was orange again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
41	13	"First"	"Thought"	"Good"	"brown"	"beige"	"brown"	"beige"	"brown"	"brown"	"Buffy thought that, when it was drawn, the ball was brown"	"As a matter of fact, her <em>draw</em> guess was correct"
41	14	"First"	"Was"	"Good"	"brown"	"beige"	"brown"	"brown"	"brown"	"beige"	"when it was drawn, the ball was brown"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
41	1	"First"	"Thought"	"Fix"	"brown"	"beige"	"beige"	"brown"	"brown"	"brown"	"Buffy thought that, when it was drawn, the ball was brown"	"As a matter of fact, her <em>draw</em> guess was correct"
41	2	"First"	"Was"	"Fix"	"brown"	"beige"	"brown"	"brown"	"beige"	"brown"	"when it was drawn, the ball was brown"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
41	3	"Second"	"Thought"	"Good"	"brown"	"beige"	"brown"	"brown"	"beige"	"brown"	"Buffy thought that, after the shake, the ball would be brown"	"As a matter of fact, her <em>shake</em> guess was correct"
41	4	"Second"	"Was"	"Good"	"brown"	"beige"	"brown"	"brown"	"beige"	"brown"	"after the shake, the ball was brown"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
41	5	"Second"	"Thought"	"Fix"	"brown"	"beige"	"brown"	"beige"	"brown"	"brown"	"Buffy thought that, after the shake, the ball would be brown"	"As a matter of fact, her <em>shake</em> guess was correct"
41	6	"Second"	"Was"	"Fix"	"brown"	"beige"	"brown"	"brown"	"brown"	"beige"	"after the shake, the ball was brown"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
41	7	"Again"	"Thought"	"Test-Ent"	"brown"	"beige"	"beige"	"brown"	"brown"	"brown"	"Buffy thought that, after the shake, the ball would be brown again"	"As a matter of fact, her <em>shake</em> guess was correct"
41	8	"Again"	"Was"	"Good"	"brown"	"beige"	"beige"	"brown"	"brown"	"brown"	"after the shake, the ball was brown again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
41	9	"Again"	"Thought"	"Test-Proj"	"brown"	"beige"	"brown"	"brown"	"beige"	"brown"	"Buffy thought that, after the shake, the ball would be brown again"	"As a matter of fact, her <em>shake</em> guess was correct"
41	10	"Again"	"Was"	"Fix"	"brown"	"beige"	"brown"	"brown"	"beige"	"brown"	"after the shake, the ball was brown again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
41	11	"Again"	"Thought"	"Fix-Test"	"brown"	"beige"	"beige"	"brown"	"beige"	"brown"	"Buffy thought that, after the shake, the ball would be brown again"	"As a matter of fact, her <em>shake</em> guess was correct"
41	12	"Again"	"Was"	"Fix-Test"	"brown"	"beige"	"brown"	"beige"	"beige"	"brown"	"after the shake, the ball was brown again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
42	14	"First"	"Thought"	"Good"	"violet"	"cyan"	"violet"	"cyan"	"violet"	"violet"	"Buffy thought that, when it was drawn, the ball was violet"	"As a matter of fact, her <em>draw</em> guess was correct"
42	1	"First"	"Was"	"Good"	"violet"	"cyan"	"violet"	"violet"	"violet"	"cyan"	"when it was drawn, the ball was violet"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
42	2	"First"	"Thought"	"Fix"	"violet"	"cyan"	"cyan"	"violet"	"violet"	"violet"	"Buffy thought that, when it was drawn, the ball was violet"	"As a matter of fact, her <em>draw</em> guess was correct"
42	3	"First"	"Was"	"Fix"	"violet"	"cyan"	"violet"	"violet"	"cyan"	"violet"	"when it was drawn, the ball was violet"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
42	4	"Second"	"Thought"	"Good"	"violet"	"cyan"	"violet"	"violet"	"cyan"	"violet"	"Buffy thought that, after the shake, the ball would be violet"	"As a matter of fact, her <em>shake</em> guess was correct"
42	5	"Second"	"Was"	"Good"	"violet"	"cyan"	"violet"	"violet"	"cyan"	"violet"	"after the shake, the ball was violet"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
42	6	"Second"	"Thought"	"Fix"	"violet"	"cyan"	"violet"	"cyan"	"violet"	"violet"	"Buffy thought that, after the shake, the ball would be violet"	"As a matter of fact, her <em>shake</em> guess was correct"
42	7	"Second"	"Was"	"Fix"	"violet"	"cyan"	"violet"	"violet"	"violet"	"cyan"	"after the shake, the ball was violet"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
42	8	"Again"	"Thought"	"Test-Ent"	"violet"	"cyan"	"cyan"	"violet"	"violet"	"violet"	"Buffy thought that, after the shake, the ball would be violet again"	"As a matter of fact, her <em>shake</em> guess was correct"
42	9	"Again"	"Was"	"Good"	"violet"	"cyan"	"cyan"	"violet"	"violet"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
42	10	"Again"	"Thought"	"Test-Proj"	"violet"	"cyan"	"violet"	"violet"	"cyan"	"violet"	"Buffy thought that, after the shake, the ball would be violet again"	"As a matter of fact, her <em>shake</em> guess was correct"
42	11	"Again"	"Was"	"Fix"	"violet"	"cyan"	"violet"	"violet"	"cyan"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
42	12	"Again"	"Thought"	"Fix-Test"	"violet"	"cyan"	"cyan"	"violet"	"cyan"	"violet"	"Buffy thought that, after the shake, the ball would be violet again"	"As a matter of fact, her <em>shake</em> guess was correct"
42	13	"Again"	"Was"	"Fix-Test"	"violet"	"cyan"	"violet"	"cyan"	"cyan"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
43	1	"First"	"Thought"	"Good"	"brown"	"green"	"brown"	"green"	"brown"	"brown"	"Buffy thought that, when it was drawn, the ball was brown"	"As a matter of fact, her <em>draw</em> guess was correct"
43	2	"First"	"Was"	"Good"	"brown"	"green"	"brown"	"brown"	"brown"	"green"	"when it was drawn, the ball was brown"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
43	3	"First"	"Thought"	"Fix"	"brown"	"green"	"green"	"brown"	"brown"	"brown"	"Buffy thought that, when it was drawn, the ball was brown"	"As a matter of fact, her <em>draw</em> guess was correct"
43	4	"First"	"Was"	"Fix"	"brown"	"green"	"brown"	"brown"	"green"	"brown"	"when it was drawn, the ball was brown"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
43	5	"Second"	"Thought"	"Good"	"brown"	"green"	"brown"	"brown"	"green"	"brown"	"Buffy thought that, after the shake, the ball would be brown"	"As a matter of fact, her <em>shake</em> guess was correct"
43	6	"Second"	"Was"	"Good"	"brown"	"green"	"brown"	"brown"	"green"	"brown"	"after the shake, the ball was brown"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
43	7	"Second"	"Thought"	"Fix"	"brown"	"green"	"brown"	"green"	"brown"	"brown"	"Buffy thought that, after the shake, the ball would be brown"	"As a matter of fact, her <em>shake</em> guess was correct"
43	8	"Second"	"Was"	"Fix"	"brown"	"green"	"brown"	"brown"	"brown"	"green"	"after the shake, the ball was brown"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
43	9	"Again"	"Thought"	"Test-Ent"	"brown"	"green"	"green"	"brown"	"brown"	"brown"	"Buffy thought that, after the shake, the ball would be brown again"	"As a matter of fact, her <em>shake</em> guess was correct"
43	10	"Again"	"Was"	"Good"	"brown"	"green"	"green"	"brown"	"brown"	"brown"	"after the shake, the ball was brown again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
43	11	"Again"	"Thought"	"Test-Proj"	"brown"	"green"	"brown"	"brown"	"green"	"brown"	"Buffy thought that, after the shake, the ball would be brown again"	"As a matter of fact, her <em>shake</em> guess was correct"
43	12	"Again"	"Was"	"Fix"	"brown"	"green"	"brown"	"brown"	"green"	"brown"	"after the shake, the ball was brown again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
43	13	"Again"	"Thought"	"Fix-Test"	"brown"	"green"	"green"	"brown"	"green"	"brown"	"Buffy thought that, after the shake, the ball would be brown again"	"As a matter of fact, her <em>shake</em> guess was correct"
43	14	"Again"	"Was"	"Fix-Test"	"brown"	"green"	"brown"	"green"	"green"	"brown"	"after the shake, the ball was brown again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
44	2	"First"	"Thought"	"Good"	"violet"	"yellow"	"violet"	"yellow"	"violet"	"violet"	"Buffy thought that, when it was drawn, the ball was violet"	"As a matter of fact, her <em>draw</em> guess was correct"
44	3	"First"	"Was"	"Good"	"violet"	"yellow"	"violet"	"violet"	"violet"	"yellow"	"when it was drawn, the ball was violet"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
44	4	"First"	"Thought"	"Fix"	"violet"	"yellow"	"yellow"	"violet"	"violet"	"violet"	"Buffy thought that, when it was drawn, the ball was violet"	"As a matter of fact, her <em>draw</em> guess was correct"
44	5	"First"	"Was"	"Fix"	"violet"	"yellow"	"violet"	"violet"	"yellow"	"violet"	"when it was drawn, the ball was violet"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
44	6	"Second"	"Thought"	"Good"	"violet"	"yellow"	"violet"	"violet"	"yellow"	"violet"	"Buffy thought that, after the shake, the ball would be violet"	"As a matter of fact, her <em>shake</em> guess was correct"
44	7	"Second"	"Was"	"Good"	"violet"	"yellow"	"violet"	"violet"	"yellow"	"violet"	"after the shake, the ball was violet"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
44	8	"Second"	"Thought"	"Fix"	"violet"	"yellow"	"violet"	"yellow"	"violet"	"violet"	"Buffy thought that, after the shake, the ball would be violet"	"As a matter of fact, her <em>shake</em> guess was correct"
44	9	"Second"	"Was"	"Fix"	"violet"	"yellow"	"violet"	"violet"	"violet"	"yellow"	"after the shake, the ball was violet"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
44	10	"Again"	"Thought"	"Test-Ent"	"violet"	"yellow"	"yellow"	"violet"	"violet"	"violet"	"Buffy thought that, after the shake, the ball would be violet again"	"As a matter of fact, her <em>shake</em> guess was correct"
44	11	"Again"	"Was"	"Good"	"violet"	"yellow"	"yellow"	"violet"	"violet"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
44	12	"Again"	"Thought"	"Test-Proj"	"violet"	"yellow"	"violet"	"violet"	"yellow"	"violet"	"Buffy thought that, after the shake, the ball would be violet again"	"As a matter of fact, her <em>shake</em> guess was correct"
44	13	"Again"	"Was"	"Fix"	"violet"	"yellow"	"violet"	"violet"	"yellow"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
44	14	"Again"	"Thought"	"Fix-Test"	"violet"	"yellow"	"yellow"	"violet"	"yellow"	"violet"	"Buffy thought that, after the shake, the ball would be violet again"	"As a matter of fact, her <em>shake</em> guess was correct"
44	1	"Again"	"Was"	"Fix-Test"	"violet"	"yellow"	"violet"	"yellow"	"yellow"	"violet"	"after the shake, the ball was violet again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
45	3	"First"	"Thought"	"Good"	"gold"	"blue"	"gold"	"blue"	"gold"	"gold"	"Buffy thought that, when it was drawn, the ball was gold"	"As a matter of fact, her <em>draw</em> guess was correct"
45	4	"First"	"Was"	"Good"	"gold"	"blue"	"gold"	"gold"	"gold"	"blue"	"when it was drawn, the ball was gold"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
45	5	"First"	"Thought"	"Fix"	"gold"	"blue"	"blue"	"gold"	"gold"	"gold"	"Buffy thought that, when it was drawn, the ball was gold"	"As a matter of fact, her <em>draw</em> guess was correct"
45	6	"First"	"Was"	"Fix"	"gold"	"blue"	"gold"	"gold"	"blue"	"gold"	"when it was drawn, the ball was gold"	"As a matter of fact, Buffy's <em>draw</em> guess was correct"
45	7	"Second"	"Thought"	"Good"	"gold"	"blue"	"gold"	"gold"	"blue"	"gold"	"Buffy thought that, after the shake, the ball would be gold"	"As a matter of fact, her <em>shake</em> guess was correct"
45	8	"Second"	"Was"	"Good"	"gold"	"blue"	"gold"	"gold"	"blue"	"gold"	"after the shake, the ball was gold"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
45	9	"Second"	"Thought"	"Fix"	"gold"	"blue"	"gold"	"blue"	"gold"	"gold"	"Buffy thought that, after the shake, the ball would be gold"	"As a matter of fact, her <em>shake</em> guess was correct"
45	10	"Second"	"Was"	"Fix"	"gold"	"blue"	"gold"	"gold"	"gold"	"blue"	"after the shake, the ball was gold"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
45	11	"Again"	"Thought"	"Test-Ent"	"gold"	"blue"	"blue"	"gold"	"gold"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
45	12	"Again"	"Was"	"Good"	"gold"	"blue"	"blue"	"gold"	"gold"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
45	13	"Again"	"Thought"	"Test-Proj"	"gold"	"blue"	"gold"	"gold"	"blue"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
45	14	"Again"	"Was"	"Fix"	"gold"	"blue"	"gold"	"gold"	"blue"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
45	1	"Again"	"Thought"	"Fix-Test"	"gold"	"blue"	"blue"	"gold"	"blue"	"gold"	"Buffy thought that, after the shake, the ball would be gold again"	"As a matter of fact, her <em>shake</em> guess was correct"
45	2	"Again"	"Was"	"Fix-Test"	"gold"	"blue"	"gold"	"blue"	"blue"	"gold"	"after the shake, the ball was gold again"	"As a matter of fact, Buffy's <em>shake</em> guess was correct"
